ISIN;Название;Эффективная доходность (YTM), %;Кредитное качество (рэнкинг);Кредитное качество (число, max=10);Коэф. Ликвидности (max=100);Лет до даты;Цена, % от номинала;Событие в дату;Текущий номинал;НКД;Размер купона;Текущий купон, %;Купон (раз/год);Тип купона;Тип эмитента;Текущая цена + НКД;чистая прибыль;ROI (всего)
RU000A108EE1;ОФЗ 26246;15,1; AAA;10;90,9;10,4;86,34;погашение;1000;10,52;59,84;12;2;фиксированный;государственные;873,92;1322,88;1,513731234
RU000A10CNG4; ВТБС1-1648;; AA;9;4,3;5;40;погашение;1000;0;0,5;0,01;0;фиксированный;корпоративные;400;600;1,5
RU000A10CNB5; ВТБС1-1643;0; AA;9;1,5;5,5;40;погашение;1000;0;0,55;0,01;0;фиксированный;корпоративные;400;600;1,5
RU000A108EG6;ОФЗ 26245;15,1; AAA;10;88,4;9,9;86,66;погашение;1000;5,92;59,84;12;2;фиксированный;государственные;872,52;1264,44;1,449181681
RU000A10BVW6;sЕвТранс01;21,9; BB;6;59,2;6,6;102,81;погашение;1000;1,26;18,9;20;12;изменяемый;корпоративные;1029,36;1463,74;1,421990363
RU000A105RU5;МЛФТ БО-01;0; C;1;34,7;0,2;41,47;погашение;150;1,18;2,22;18;12;фиксированный;корпоративные;415,88;588,56;1,415215928
RU000A0ZYUB7;ОФЗ 26225;15,1; AAA;10;73,2;8,5;64,75;погашение;1000;31,38;36,15;7,25;2;фиксированный;государственные;678,88;935,67;1,378255362
RU000A0ZZ893;КАМАЗ БО11;20,9; A;8;25,9;7,5;88;погашение;1000;72,92;83,47;8,2;2;плавающий;корпоративные;952,92;1299,13;1,363314864
RU000A0ZZ877;КАМАЗ БО10;20,8; A;8;29,6;7,5;88,19;погашение;1000;72,92;83,47;11,12;2;плавающий;корпоративные;954,82;1297,23;1,358612094
RU000A0ZZ885;КАМАЗ БО-9;20,8; A;8;29,4;7,5;88,28;погашение;1000;72,92;83,47;6,41;2;плавающий;корпоративные;955,72;1296,33;1,356390993
RU000A10C2R1;Виллин1P2;31,8; B+;4;36,4;4,7;88,28;погашение;1000;7,89;59,84;24;4;плавающий;корпоративные;890,69;1186,43;1,332034715
RU000A10CW87;РКСЭталон6;19,3; B;3;51;7,1;100,89;погашение;1000;12,33;31,56;18;6;фиксированный;корпоративные;1021,23;1304,29;1,277175563
RU000A10CAQ0; АЛЬФАДОНБ1;32,4; BB;6;45,5;4,7;99,08;погашение;1000;15,34;23,01;28;12;фиксированный;корпоративные;1006,14;1282,42;1,274593993
RU000A105G16;ОФЗ 29022;0; AAA;10;49,1;7,7;97,41;погашение;1000;41,97;43,31;7,22;4;плавающий;государственные;1016,07;1283,23;1,26293464
RU000A10BVF1;СИБАВТО1Р6;30,9; B;3;54;4,6;96,94;погашение;1000;2,14;21,37;26;12;фиксированный;корпоративные;971,54;1203,81;1,239074047
RU000A1074G2;ОФЗ 26244;15,1; AAA;10;75,4;8,4;84,1;погашение;1000;9,86;56,1;11,25;2;фиксированный;государственные;850,86;1046,74;1,230214136
RU000A0ZZRY2;РЖД 1Р-09R;16; AA;9;25,6;8;99,8;погашение;1000;0,84;76,39;10,24;2;плавающий;корпоративные;998,84;1223,4;1,224820792
RU000A10C8H9;ОилРес1P2;31,4; B+;4;66,9;4,7;100,88;погашение;1000;19,95;23,01;28;12;фиксированный;корпоративные;1028,75;1259,81;1,224602673
RU000A107G55;ИАДОМ 1P39;0; AA;9;11,3;8,1;100,51;погашение;795,17;10,82;12,98;22,86;12;плавающий;корпоративные;1015,92;1243,14;1,223659343
RU000A1031K4;ИАДОМ Б1P8;0; AA;9;19,1;25,5;78,32;погашение;419,66;7,19;7,35;6,95;4;фиксированный;корпоративные;790,39;959,31;1,213717279
RU000A10BQK1;РКСЭталон5;15,7; B;3;37,9;7,1;105,56;погашение;866,93;12,37;15,98;21,7;12;фиксированный;корпоративные;1067,97;1290,33;1,208208096
RU000A10D4Y2;ОФЗ 26252;15,1; AAA;10;55,6;8;90,4;погашение;1000;1,37;62,33;12,5;2;фиксированный;государственные;905,37;1091,91;1,206037311
RU000A106169;РЭО-02;22,9; BBB;7;28,7;6,9;100,49;погашение;865,46;14,68;46,07;21,35;4;плавающий;корпоративные;1019,58;1224,31;1,200798368
RU000A0JXFM1;ОФЗ 26221;15,1; AAA;10;71;7,4;69,49;погашение;1000;5,27;38,39;7,7;2;фиксированный;государственные;700,17;837,29;1,195838154
RU000A10CFK2;ТБ-4_А1;18,9; n/a;;60,9;7;98,3;погашение;1000;2,19;13,59;16;12;фиксированный;корпоративные;985,19;1156,37;1,173753286
RU000A10B4H9; ИПС БО-01;33,7; n/a;;31,4;4,4;100,5;погашение;950;29,37;72,24;30,5;4;фиксированный;корпоративные;1034,37;1193,71;1,154045458
RU000A108D81;sЕвТрнс2P2;22; BB;6;47,7;5,4;85,61;погашение;1000;0,88;13,15;17;12;изменяемый;корпоративные;856,98;984,62;1,148941632
RU000A1060U2;ГлобалФ1P2;682,9; C;1;47,4;0,9;49,09;погашение;440;2,59;5,97;16,5;12;фиксированный;корпоративные;493,49;566,21;1,147358609
RU000A10B750;СИБАВТО1Р5;30,8; B;3;51,1;4,3;98,29;погашение;1000;1,45;21,78;26,5;12;фиксированный;корпоративные;984,35;1126,43;1,144338904
RU000A10CLT1;СФОРЛО-2 А;28,3; n/a;;49,6;4,8;97,08;погашение;968,1;16,55;58,56;24;4;фиксированный;корпоративные;987,35;1125,29;1,139707297
RU000A1082G5;sЕвТран2P1;21,9; BB;6;49,9;5,3;85,78;погашение;1000;7,01;13,15;14;12;изменяемый;корпоративные;864,81;963,64;1,114279437
RU000A107KV4;СИБАВТО1Р3;46,6; B;3;54,3;3,2;73,78;погашение;1000;5,21;47,37;19;4;фиксированный;корпоративные;743,01;825,43;1,110927175
RU000A10BUN7;ДрктЛиз2Р5;29,2; B;3;41,1;4,6;101,75;погашение;933,2;2,76;20,71;27;12;фиксированный;корпоративные;1020,26;1118,79;1,096573422
RU000A1075D6;ГазТранс01;68,3; C;1;40,5;3;68,42;погашение;870;42,43;43,38;20;4;фиксированный;корпоративные;726,63;793,93;1,092619352
RU000A10BXQ4;ДрктЛиз2Р4;30,2; B;3;32,7;4,6;96,59;погашение;949,9;17,22;19,13;27,5;12;плавающий;корпоративные;983,12;1069,03;1,08738506
RU000A10A1U9;СИБАВТО1Р4;32,1; B;3;57,3;4;99,63;погашение;1000;13,04;23,01;28;12;фиксированный;корпоративные;1009,34;1095,14;1,085006044
RU000A10BA68; ВТБС1-1474;0; AA;9;7,2;5,2;48,03;погашение;1000;0,03;0,55;0,01;0;фиксированный;корпоративные;480,33;519,67;1,081902026
RU000A10BBG1;ТЕХЛиз 1P7;28,1; B+;4;49,4;4,4;103;погашение;1000;13,32;22,19;27;12;фиксированный;корпоративные;1043,32;1110,56;1,064448108
RU000A107DR7;МОСМСП6 02;18,1; n/a;;21,6;8;97,51;погашение;795,76;0;10,54;15,6;12;фиксированный;корпоративные;975,1;1036,74;1,063214029
RU000A10CLZ8;Л-Старт 01;34,3; C;1;51,8;3,8;98,75;погашение;1000;47,67;74,79;30;4;фиксированный;корпоративные;1035,17;1086,68;1,049759943
RU000A10CU97;ЛТрейд1P12;25; B+;4;53;4,8;101,36;погашение;1000;0;18,9;23;12;фиксированный;корпоративные;1013,6;1063,7;1,049427782
RU000A1069H0; ВТБ С1-518;0; AA;9;35,4;0,8;48,78;погашение;1000;0,22;0,3;0,01;0;фиксированный;корпоративные;488,02;511,98;1,049096349
RU000A10BXV4;Реиннол1P3;26,3; B;3;30,7;4,7;98,88;погашение;1000;16,74;58,59;26,5;4;плавающий;корпоративные;1005,54;1049,08;1,043300117
RU000A10BNK8;ЭНИКА 1Р06;26,4; B+;4;45;4,5;107,14;погашение;1000;4,44;22,19;27;12;фиксированный;корпоративные;1075,84;1122,42;1,043296401
RU000A0NTYA7; ВТБ С1-713;0; AA;9;33,3;0,9;49,01;погашение;1000;0,21;0,3;0,01;0;фиксированный;корпоративные;490,31;509,69;1,039526014
RU000A105FZ9;ОФЗ 26241;15,2; AAA;10;72,2;7,1;77,84;погашение;1000;39,3;47,37;9,5;2;фиксированный;государственные;817,7;845,48;1,03397334
RU000A105JF3;sИАДОМ1P26;0; AA;9;10,9;7,2;97,19;погашение;747,48;1,51;11,35;18,47;12;плавающий;корпоративные;973,41;1002,69;1,030079822
RU000A102V51;НафттрнБО3;0; D;0;38;0,3;49,93;погашение;333,6;0,33;3,29;12;12;фиксированный;корпоративные;499,63;510,24;1,021235714
RU000A108WJ2;БИЗНЕС01;52,8; C;1;57,7;2,2;70,7;погашение;1000;15,12;57,34;23;4;фиксированный;корпоративные;722,12;736,6;1,020052069
RU000A1092T7;Омега01;52,7; B;3;41,5;2,2;71,35;погашение;1000;5,18;17,26;22;12;плавающий;корпоративные;718,68;730,08;1,015862414
RU000A106CB5;СИБАВТО1Р2;46,3; B;3;45,4;2,6;64,71;погашение;950;20,38;34,34;14,5;4;фиксированный;корпоративные;667,48;675,92;1,012644574
RU000A10CN88; ВТБС1-1641;0; AA;9;1,1;5,5;50;погашение;1000;0;0,55;0,01;0;фиксированный;корпоративные;500;500;1
RU000A10BA76; ВТБС1-1475;0; AA;9;20,4;5,2;50;погашение;1000;0,03;0,55;0,01;0;фиксированный;корпоративные;500,03;499,97;0,999880007
RU000A10C4G0; ВТБС1-1573;0; AA;9;0,8;5,5;50,01;погашение;1000;0;0,55;0,01;0;фиксированный;корпоративные;500,1;499,9;0,99960008
RU000A10BA35; ВТБС1-1471;0; AA;9;21,3;4,8;50,2;погашение;1000;0,04;0,53;0,01;0;фиксированный;корпоративные;502,04;497,96;0,991873158
RU000A10B925;ЕАС 1P2;26,6; B;3;35,1;4,4;100,36;погашение;1000;13,81;19,73;27;12;плавающий;корпоративные;1017,41;1008,55;0,991291613
RU000A10CZB9;ЕвроТранс8;22; BB;6;57,4;4,9;99,32;погашение;1000;13,23;17,26;17;12;изменяемый;корпоративные;1006,43;994,65;0,988295261
RU000A1094W7;ХРОМОС Б2;29,7; B;3;33,6;3,7;89,87;погашение;1000;0,6;17,88;24,75;12;плавающий;корпоративные;899,3;887,42;0,986789725
RU000A10AWZ9; ВТБС1-1453;0; AA;9;10,8;4,8;50,41;погашение;1000;0;0,53;0,01;0;фиксированный;корпоративные;504,1;495,9;0,983733386
RU000A10C9Z9;УПТК65 1P1;24,5; B;3;42,8;4,7;102,55;погашение;1000;13,86;18,9;23;12;фиксированный;корпоративные;1039,36;1019,04;0,980449507
RU000A10AX13; ВТБС1-1455;0; AA;9;14,6;4,8;50,6;погашение;1000;0,05;0,53;0,01;0;фиксированный;корпоративные;506,05;493,95;0,976089319
RU000A105NZ3;ИАДОМ 1P32;0; AA;9;11,9;7,1;97,94;погашение;726,39;6,7;11,16;16,7;12;плавающий;корпоративные;986,1;962,5;0,976067336
RU000A10A4C1;ЭНИКА 1Р05;26,7; B+;4;44,7;4;106,26;погашение;1000;6,9;23,01;28;12;фиксированный;корпоративные;1069,5;1034,98;0,967723235
RU000A10C4E5; ВТБС1-1571;0; AA;9;14,2;4,8;51,01;погашение;1000;0,02;0,5;0,01;0;фиксированный;корпоративные;510,12;489,88;0,960323061
RU000A10AWY2; ВТБС1-1452;0; AA;9;7,6;4,8;51,1;погашение;1000;0;0,53;0,01;0;фиксированный;корпоративные;511;489;0,956947162
RU000A101S08;Казахст12;16,6; n/a;;29;5,6;70,71;погашение;1000;27,12;39,49;7,92;2;фиксированный;государственные;734,22;700,17;0,953624254
RU000A10B2F7;Роделен2P3;25,7; B+;4;53,8;4,3;104,92;погашение;1000;11,88;20,96;25,5;12;фиксированный;корпоративные;1061,08;1007,88;0,949862404
RU000A102JB9;ИАДОМ Б1P2;0; AA;9;16,3;25,1;77,3;погашение;335,4;3,11;5,11;6,05;4;фиксированный;корпоративные;776,11;734,89;0,946888972
RU000A1086N2;CTRLлиз1Р2;38,7; B;3;56,1;3,4;79,78;погашение;927,6;4,64;13,91;18,25;12;фиксированный;корпоративные;802,44;753,96;0,939584268
RU000A10C6U6; МГКЛ-1P8;23,6; B;3;47;4,7;112,27;погашение;1000;0;20,96;25,5;12;фиксированный;корпоративные;1122,7;1051,06;0,936189543
RU000A10BVC8;ОФЗ 26249;15,1; AAA;10;68,3;6,6;84,95;погашение;1000;37,07;54,85;11;2;фиксированный;государственные;886,57;826,48;0,932221934
RU000A1084J5; ВТБС1-1011;0; AA;9;12;4,6;51,88;погашение;1000;0,04;0,5;0,01;0;фиксированный;корпоративные;518,84;481,16;0,927376455
RU000A10C8S6;Сбер SbD8R;19,1; AA;9;60,2;4,8;52,23;погашение;1000;0;0;0;0;нулевой;корпоративные;522,3;477,7;0,914608463
RU000A10CF88;ГПБ006Р01P;0; AA;9;37,1;4,8;52,24;погашение;1000;0;0;0;0;нулевой;корпоративные;522,4;477,6;0,91424196
RU000A1058R2;ИАДОМ 1P22;0; AA;9;14,6;6,9;97,63;погашение;707,92;10,1;10,82;16,6;12;плавающий;корпоративные;986,4;900,84;0,913260341
RU000A102K13;ИАДОМ Б1P4;0; AA;9;23,3;25,7;82,39;погашение;287,83;1,56;5,67;7,9;4;фиксированный;корпоративные;825,46;752,88;0,912073268
RU000A101S16;Казахст13;16; n/a;;32,2;5,6;72,34;погашение;1000;27,12;39,49;7,92;2;фиксированный;государственные;750,52;683,87;0,911194905
RU000A10CPB0;ЭлАп БО-03;22; B;3;26,3;4,9;101,82;погашение;1000;26,47;52,36;21;4;фиксированный;корпоративные;1044,67;950,17;0,909540812
RU000A10AJR3; ВТБС1-1410;0; AA;9;18,5;4,3;52,39;погашение;1000;0;0,5;0,01;0;фиксированный;корпоративные;523,9;476,1;0,908761214
RU000A103901;ОФЗ 26239;15,1; AAA;10;68,1;5,7;70,76;погашение;1000;16,64;34,41;6,9;2;фиксированный;государственные;724,24;654,27;0,90338838
RU000A10AR60; ВТБС1-1422;0; AA;9;15,7;4,4;52,62;погашение;1000;0,06;0,5;0,01;0;фиксированный;корпоративные;526,26;473,74;0,900201421
RU000A106ZL5;РЖД 1Р-28R;20; AA;9;60,3;4,9;99,13;погашение;1000;3,96;15,35;18,9;12;плавающий;корпоративные;995,26;895,04;0,899302695
RU000A10BZH8;Сбер SbD7R;19,1; AA;9;58,7;4,7;52,69;погашение;1000;0;0;0;0;нулевой;корпоративные;526,9;473,1;0,897893338
RU000A10CTJ5;БЭЛТИ БОП8;26,5; B;3;46,6;3,9;100,54;погашение;1000;0,66;19,73;24;12;фиксированный;корпоративные;1006,06;901,52;0,896089696
RU000A0JVW48;ОФЗ 26218;15,1; AAA;10;69;5,9;76,67;погашение;1000;7,45;42,38;8,5;2;фиксированный;государственные;774,15;692,03;0,893922366
RU000A10AR86; ВТБС1-1424;0; AA;9;12,8;4,4;52,83;погашение;1000;0;0,5;0,01;0;фиксированный;корпоративные;528,3;471,7;0,892863903
RU000A1084M9; ВТБС1-1014;0; AA;9;9,8;4,8;52,86;погашение;1000;0,02;0,5;0,01;0;фиксированный;корпоративные;528,62;471,38;0,891718058
RU000A102D46;ИА ДОМ18P2;0; AA;9;16;25,4;77,34;погашение;314,13;2,97;4,63;5,85;4;фиксированный;корпоративные;776,37;691,26;0,890374435
RU000A10CBA2;Сбер SbD9R;18,1; AA;9;47,3;4,9;52,92;погашение;1000;0;0;0;0;нулевой;корпоративные;529,2;470,8;0,889644747
RU000A10AR52; ВТБС1-1421;0; AA;9;12,2;4,3;53;погашение;1000;0,07;0,5;0,01;0;фиксированный;корпоративные;530,07;469,93;0,886543287
RU000A10C055; ВТБС1-1551;0; AA;9;15,6;4,8;53,07;погашение;1000;0,03;0,5;0,01;0;фиксированный;корпоративные;530,73;469,27;0,884197238
RU000A105RH2;ГазКЗ-37Д;7,8; AA;9;57,6;11,8;96,39;погашение;1000;14,17;36,44;7,29;2;фиксированный;корпоративные;978,07;860,05;0,87933379
RU000A1028E3;ОФЗ 26235;15,1; AAA;10;71,7;5,4;68,36;погашение;1000;6,3;29,42;5,9;2;фиксированный;государственные;689,9;604,3;0,875924047
RU000A10BAN9; ВТБС1-1490;0; AA;9;4,7;4,8;53,38;погашение;1000;0,03;0,5;0,01;0;фиксированный;корпоративные;533,83;466,17;0,873255531
